Passenger 1 ID,Passenger 2 ID,Number of flights together,From,To
2912,2988,4,2017-01-01,2017-03-01
4466,4418,4,2017-01-01,2017-03-01
315,1053,4,2017-01-01,2017-03-01
3178,3109,4,2017-01-01,2017-03-01
730,707,4,2017-01-01,2017-03-01
360,791,4,2017-01-01,2017-03-01
2663,1236,4,2017-01-01,2017-03-01
730,774,4,2017-01-01,2017-03-01
731,707,4,2017-01-01,2017-03-01
1029,1095,4,2017-01-01,2017-03-01
2509,446,4,2017-01-01,2017-03-01
2253,2228,4,2017-01-01,2017-03-01
4335,4338,4,2017-01-01,2017-03-01
334,355,4,2017-01-01,2017-03-01
766,719,4,2017-01-01,2017-03-01
360,763,4,2017-01-01,2017-03-01
3440,3405,4,2017-01-01,2017-03-01
941,2427,4,2017-01-01,2017-03-01
768,733,4,2017-01-01,2017-03-01
2467,3671,4,2017-01-01,2017-03-01
1322,961,4,2017-01-01,2017-03-01
2857,204,4,2017-01-01,2017-03-01
315,328,4,2017-01-01,2017-03-01
797,737,4,2017-01-01,2017-03-01
3405,3477,4,2017-01-01,2017-03-01
1975,1905,4,2017-01-01,2017-03-01
2717,4395,4,2017-01-01,2017-03-01
734,740,4,2017-01-01,2017-03-01
3671,3698,4,2017-01-01,2017-03-01
324,305,4,2017-01-01,2017-03-01
3989,3906,4,2017-01-01,2017-03-01
130,2325,4,2017-01-01,2017-03-01
740,364,4,2017-01-01,2017-03-01
733,749,4,2017-01-01,2017-03-01
1051,1002,4,2017-01-01,2017-03-01
2138,2127,4,2017-01-01,2017-03-01
2233,4415,4,2017-01-01,2017-03-01
4388,4011,4,2017-01-01,2017-03-01
3301,3360,4,2017-01-01,2017-03-01
354,752,4,2017-01-01,2017-03-01
292,263,4,2017-01-01,2017-03-01
707,752,4,2017-01-01,2017-03-01
2803,2822,4,2017-01-01,2017-03-01
2183,2197,4,2017-01-01,2017-03-01
1976,1971,4,2017-01-01,2017-03-01
1652,1240,4,2017-01-01,2017-03-01
2784,2743,4,2017-01-01,2017-03-01
341,381,4,2017-01-01,2017-03-01
299,275,4,2017-01-01,2017-03-01
2867,1314,4,2017-01-01,2017-03-01
1300,684,4,2017-01-01,2017-03-01
812,851,4,2017-01-01,2017-03-01
1422,1439,4,2017-01-01,2017-03-01
215,3180,4,2017-01-01,2017-03-01
3370,3385,4,2017-01-01,2017-03-01
1371,1464,4,2017-01-01,2017-03-01
3410,1095,4,2017-01-01,2017-03-01
620,666,4,2017-01-01,2017-03-01
4415,4452,4,2017-01-01,2017-03-01
1960,1941,4,2017-01-01,2017-03-01
1247,1269,4,2017-01-01,2017-03-01
724,3414,4,2017-01-01,2017-03-01
1884,1853,4,2017-01-01,2017-03-01
760,761,4,2017-01-01,2017-03-01
2655,333,4,2017-01-01,2017-03-01
771,764,4,2017-01-01,2017-03-01
2119,2110,4,2017-01-01,2017-03-01
4309,4387,4,2017-01-01,2017-03-01
941,2928,4,2017-01-01,2017-03-01
4353,4059,4,2017-01-01,2017-03-01
867,823,4,2017-01-01,2017-03-01
1581,1587,4,2017-01-01,2017-03-01
3463,3436,4,2017-01-01,2017-03-01
211,248,4,2017-01-01,2017-03-01
2221,2293,4,2017-01-01,2017-03-01
244,218,4,2017-01-01,2017-03-01
2152,2106,4,2017-01-01,2017-03-01
727,737,4,2017-01-01,2017-03-01
797,701,4,2017-01-01,2017-03-01
4359,4040,4,2017-01-01,2017-03-01
1967,1922,4,2017-01-01,2017-03-01
1044,1056,4,2017-01-01,2017-03-01
385,1053,4,2017-01-01,2017-03-01
2511,1337,4,2017-01-01,2017-03-01
763,368,4,2017-01-01,2017-03-01
243,234,4,2017-01-01,2017-03-01
1371,2511,4,2017-01-01,2017-03-01
759,1001,4,2017-01-01,2017-03-01
3579,3518,4,2017-01-01,2017-03-01
3438,3461,4,2017-01-01,2017-03-01
130,141,4,2017-01-01,2017-03-01
792,701,4,2017-01-01,2017-03-01
3716,3779,4,2017-01-01,2017-03-01
360,395,4,2017-01-01,2017-03-01
771,707,4,2017-01-01,2017-03-01
2206,2281,4,2017-01-01,2017-03-01
2531,1243,4,2017-01-01,2017-03-01
739,795,4,2017-01-01,2017-03-01
4063,4013,4,2017-01-01,2017-03-01
3123,490,4,2017-01-01,2017-03-01
940,910,4,2017-01-01,2017-03-01
772,791,4,2017-01-01,2017-03-01
764,752,4,2017-01-01,2017-03-01
806,823,4,2017-01-01,2017-03-01
3123,2573,4,2017-01-01,2017-03-01
243,223,4,2017-01-01,2017-03-01
650,3180,4,2017-01-01,2017-03-01
2223,3679,4,2017-01-01,2017-03-01
4398,4331,4,2017-01-01,2017-03-01
928,4044,4,2017-01-01,2017-03-01
876,802,4,2017-01-01,2017-03-01
382,1025,4,2017-01-01,2017-03-01
1993,1905,4,2017-01-01,2017-03-01
975,961,4,2017-01-01,2017-03-01
4359,4321,4,2017-01-01,2017-03-01
1250,1299,4,2017-01-01,2017-03-01
2236,2293,4,2017-01-01,2017-03-01
4674,446,4,2017-01-01,2017-03-01
734,773,4,2017-01-01,2017-03-01
1581,1542,4,2017-01-01,2017-03-01
4339,4395,4,2017-01-01,2017-03-01
3169,248,4,2017-01-01,2017-03-01
3635,3681,4,2017-01-01,2017-03-01
650,622,4,2017-01-01,2017-03-01
4364,4387,4,2017-01-01,2017-03-01
244,3167,4,2017-01-01,2017-03-01
721,778,4,2017-01-01,2017-03-01
1882,1424,4,2017-01-01,2017-03-01
281,295,4,2017-01-01,2017-03-01
2906,2968,4,2017-01-01,2017-03-01
755,368,4,2017-01-01,2017-03-01
1484,407,4,2017-01-01,2017-03-01
3639,3671,4,2017-01-01,2017-03-01
768,755,4,2017-01-01,2017-03-01
4038,4400,4,2017-01-01,2017-03-01
1960,1966,4,2017-01-01,2017-03-01
3675,988,4,2017-01-01,2017-03-01
928,4012,4,2017-01-01,2017-03-01
368,797,4,2017-01-01,2017-03-01
979,993,4,2017-01-01,2017-03-01
746,712,4,2017-01-01,2017-03-01
2452,2469,4,2017-01-01,2017-03-01
2285,2243,4,2017-01-01,2017-03-01
2539,2521,4,2017-01-01,2017-03-01
2992,2912,4,2017-01-01,2017-03-01
4016,4339,4,2017-01-01,2017-03-01
837,868,4,2017-01-01,2017-03-01
1587,1287,4,2017-01-01,2017-03-01
3122,609,4,2017-01-01,2017-03-01
135,141,4,2017-01-01,2017-03-01
3933,3916,4,2017-01-01,2017-03-01
2563,2568,4,2017-01-01,2017-03-01
727,721,4,2017-01-01,2017-03-01
2222,2212,4,2017-01-01,2017-03-01
2202,2211,4,2017-01-01,2017-03-01
215,248,4,2017-01-01,2017-03-01
3974,3906,4,2017-01-01,2017-03-01
3184,1602,4,2017-01-01,2017-03-01
4359,4022,4,2017-01-01,2017-03-01
1692,299,4,2017-01-01,2017-03-01
1023,1029,4,2017-01-01,2017-03-01
2699,2608,4,2017-01-01,2017-03-01
797,749,4,2017-01-01,2017-03-01
888,868,4,2017-01-01,2017-03-01
328,395,4,2017-01-01,2017-03-01
3172,3479,4,2017-01-01,2017-03-01
2221,3502,4,2017-01-01,2017-03-01
1053,771,4,2017-01-01,2017-03-01
2223,2279,4,2017-01-01,2017-03-01
1314,1371,4,2017-01-01,2017-03-01
1960,1962,4,2017-01-01,2017-03-01
324,313,4,2017-01-01,2017-03-01
915,2759,4,2017-01-01,2017-03-01
365,383,4,2017-01-01,2017-03-01
778,749,4,2017-01-01,2017-03-01
606,205,4,2017-01-01,2017-03-01
721,724,4,2017-01-01,2017-03-01
3436,3471,4,2017-01-01,2017-03-01
3589,3537,4,2017-01-01,2017-03-01
2279,3502,4,2017-01-01,2017-03-01
1298,1243,4,2017-01-01,2017-03-01
1351,1377,4,2017-01-01,2017-03-01
740,706,4,2017-01-01,2017-03-01
4484,4451,4,2017-01-01,2017-03-01
2941,2906,4,2017-01-01,2017-03-01
681,248,4,2017-01-01,2017-03-01
1043,1031,4,2017-01-01,2017-03-01
2935,2963,4,2017-01-01,2017-03-01
4053,4339,4,2017-01-01,2017-03-01
1269,2608,4,2017-01-01,2017-03-01
750,795,4,2017-01-01,2017-03-01
3461,368,4,2017-01-01,2017-03-01
799,737,4,2017-01-01,2017-03-01
1073,382,4,2017-01-01,2017-03-01
3529,2244,4,2017-01-01,2017-03-01
905,2905,4,2017-01-01,2017-03-01
1666,1439,4,2017-01-01,2017-03-01
3933,3908,4,2017-01-01,2017-03-01
3120,3152,4,2017-01-01,2017-03-01
2510,2570,4,2017-01-01,2017-03-01
755,773,4,2017-01-01,2017-03-01
3093,3087,4,2017-01-01,2017-03-01
2969,4395,4,2017-01-01,2017-03-01
1598,1503,4,2017-01-01,2017-03-01
4640,4677,4,2017-01-01,2017-03-01
1391,1310,4,2017-01-01,2017-03-01
2072,2042,4,2017-01-01,2017-03-01
3162,684,4,2017-01-01,2017-03-01
3504,3529,4,2017-01-01,2017-03-01
704,774,4,2017-01-01,2017-03-01
4361,4377,4,2017-01-01,2017-03-01
293,3104,4,2017-01-01,2017-03-01
1228,1576,4,2017-01-01,2017-03-01
1031,355,4,2017-01-01,2017-03-01
1029,706,4,2017-01-01,2017-03-01
2560,299,4,2017-01-01,2017-03-01
341,1053,4,2017-01-01,2017-03-01
2941,930,4,2017-01-01,2017-03-01
643,633,4,2017-01-01,2017-03-01
2965,3648,4,2017-01-01,2017-03-01
2233,2205,4,2017-01-01,2017-03-01
1092,1271,4,2017-01-01,2017-03-01
734,739,4,2017-01-01,2017-03-01
704,740,4,2017-01-01,2017-03-01
746,730,4,2017-01-01,2017-03-01
792,774,4,2017-01-01,2017-03-01
3678,2325,4,2017-01-01,2017-03-01
1013,797,4,2017-01-01,2017-03-01
755,746,4,2017-01-01,2017-03-01
1056,706,4,2017-01-01,2017-03-01
704,752,4,2017-01-01,2017-03-01
1240,1299,4,2017-01-01,2017-03-01
772,761,4,2017-01-01,2017-03-01
2138,2170,4,2017-01-01,2017-03-01
833,888,4,2017-01-01,2017-03-01
819,859,4,2017-01-01,2017-03-01
2220,2203,4,2017-01-01,2017-03-01
4695,4655,4,2017-01-01,2017-03-01
729,766,4,2017-01-01,2017-03-01
727,707,4,2017-01-01,2017-03-01
2924,2963,4,2017-01-01,2017-03-01
4009,4395,4,2017-01-01,2017-03-01
2467,3635,4,2017-01-01,2017-03-01
4484,4493,4,2017-01-01,2017-03-01
1967,1938,4,2017-01-01,2017-03-01
721,774,4,2017-01-01,2017-03-01
712,755,4,2017-01-01,2017-03-01
4695,4630,4,2017-01-01,2017-03-01
701,1053,4,2017-01-01,2017-03-01
4646,4696,4,2017-01-01,2017-03-01
1043,355,4,2017-01-01,2017-03-01
2674,2608,4,2017-01-01,2017-03-01
1918,1951,4,2017-01-01,2017-03-01
4075,4078,4,2017-01-01,2017-03-01
1842,1891,4,2017-01-01,2017-03-01
356,1085,4,2017-01-01,2017-03-01
2223,2405,4,2017-01-01,2017-03-01
758,761,4,2017-01-01,2017-03-01
2531,1598,4,2017-01-01,2017-03-01
928,4339,4,2017-01-01,2017-03-01
732,794,4,2017-01-01,2017-03-01
3645,3698,4,2017-01-01,2017-03-01
2223,3502,4,2017-01-01,2017-03-01
1569,2608,4,2017-01-01,2017-03-01
2111,2162,4,2017-01-01,2017-03-01
743,747,4,2017-01-01,2017-03-01
2233,2229,4,2017-01-01,2017-03-01
972,1321,4,2017-01-01,2017-03-01
793,746,4,2017-01-01,2017-03-01
3678,3635,4,2017-01-01,2017-03-01
724,795,4,2017-01-01,2017-03-01
730,762,4,2017-01-01,2017-03-01
819,848,4,2017-01-01,2017-03-01
1013,354,4,2017-01-01,2017-03-01
368,1095,4,2017-01-01,2017-03-01
3439,3451,4,2017-01-01,2017-03-01
3940,2608,4,2017-01-01,2017-03-01
4066,4388,4,2017-01-01,2017-03-01
888,859,4,2017-01-01,2017-03-01
746,355,4,2017-01-01,2017-03-01
1422,1482,4,2017-01-01,2017-03-01
729,701,4,2017-01-01,2017-03-01
658,611,4,2017-01-01,2017-03-01
4025,4090,4,2017-01-01,2017-03-01
293,1693,4,2017-01-01,2017-03-01
2554,1598,4,2017-01-01,2017-03-01
1001,733,4,2017-01-01,2017-03-01
2298,2240,4,2017-01-01,2017-03-01
926,1307,4,2017-01-01,2017-03-01
3161,662,4,2017-01-01,2017-03-01
792,797,4,2017-01-01,2017-03-01
4656,4690,4,2017-01-01,2017-03-01
827,847,4,2017-01-01,2017-03-01
2142,2188,4,2017-01-01,2017-03-01
4073,4091,4,2017-01-01,2017-03-01
1439,1482,4,2017-01-01,2017-03-01
762,706,4,2017-01-01,2017-03-01
2959,930,4,2017-01-01,2017-03-01
915,4013,4,2017-01-01,2017-03-01
3405,1095,4,2017-01-01,2017-03-01
659,677,4,2017-01-01,2017-03-01
3122,3167,4,2017-01-01,2017-03-01
4066,4044,4,2017-01-01,2017-03-01
1043,1095,4,2017-01-01,2017-03-01
3916,1569,4,2017-01-01,2017-03-01
4373,4353,4,2017-01-01,2017-03-01
2567,2570,4,2017-01-01,2017-03-01
2867,1337,4,2017-01-01,2017-03-01
4025,4069,4,2017-01-01,2017-03-01
705,774,4,2017-01-01,2017-03-01
1051,1045,4,2017-01-01,2017-03-01
751,374,4,2017-01-01,2017-03-01
945,993,4,2017-01-01,2017-03-01
1035,1031,4,2017-01-01,2017-03-01
309,355,4,2017-01-01,2017-03-01
376,362,4,2017-01-01,2017-03-01
2968,1310,4,2017-01-01,2017-03-01
2244,2229,4,2017-01-01,2017-03-01
2452,2425,4,2017-01-01,2017-03-01
740,746,4,2017-01-01,2017-03-01
204,3152,4,2017-01-01,2017-03-01
1322,1367,4,2017-01-01,2017-03-01
967,910,4,2017-01-01,2017-03-01
729,707,4,2017-01-01,2017-03-01
755,797,4,2017-01-01,2017-03-01
746,3483,4,2017-01-01,2017-03-01
1904,1917,4,2017-01-01,2017-03-01
382,381,4,2017-01-01,2017-03-01
2223,3648,4,2017-01-01,2017-03-01
850,888,4,2017-01-01,2017-03-01
1673,1243,4,2017-01-01,2017-03-01
3509,3510,4,2017-01-01,2017-03-01
1035,1007,4,2017-01-01,2017-03-01
1223,2608,4,2017-01-01,2017-03-01
4379,4394,4,2017-01-01,2017-03-01
730,712,4,2017-01-01,2017-03-01
2867,4399,4,2017-01-01,2017-03-01
3439,3471,4,2017-01-01,2017-03-01
2867,4044,4,2017-01-01,2017-03-01
2705,2728,4,2017-01-01,2017-03-01
2123,2183,4,2017-01-01,2017-03-01
2221,3639,4,2017-01-01,2017-03-01
3413,3402,4,2017-01-01,2017-03-01
3930,3931,4,2017-01-01,2017-03-01
763,760,4,2017-01-01,2017-03-01
743,705,4,2017-01-01,2017-03-01
1993,1911,4,2017-01-01,2017-03-01
4305,4339,4,2017-01-01,2017-03-01
786,749,4,2017-01-01,2017-03-01
2567,2522,4,2017-01-01,2017-03-01
2142,2110,4,2017-01-01,2017-03-01
703,774,4,2017-01-01,2017-03-01
750,773,4,2017-01-01,2017-03-01
443,255,4,2017-01-01,2017-03-01
1498,1828,4,2017-01-01,2017-03-01
266,299,4,2017-01-01,2017-03-01
2279,2405,4,2017-01-01,2017-03-01
328,366,4,2017-01-01,2017-03-01
2509,4609,4,2017-01-01,2017-03-01
1432,1074,4,2017-01-01,2017-03-01
1914,1951,4,2017-01-01,2017-03-01
331,3162,4,2017-01-01,2017-03-01
4398,4020,4,2017-01-01,2017-03-01
1056,1002,4,2017-01-01,2017-03-01
801,884,4,2017-01-01,2017-03-01
1287,1228,4,2017-01-01,2017-03-01
1942,1971,4,2017-01-01,2017-03-01
269,208,4,2017-01-01,2017-03-01
977,988,4,2017-01-01,2017-03-01
2478,2500,4,2017-01-01,2017-03-01
3188,690,4,2017-01-01,2017-03-01
226,293,4,2017-01-01,2017-03-01
1587,2681,4,2017-01-01,2017-03-01
758,786,4,2017-01-01,2017-03-01
759,1023,4,2017-01-01,2017-03-01
360,772,4,2017-01-01,2017-03-01
2705,2767,4,2017-01-01,2017-03-01
1391,933,4,2017-01-01,2017-03-01
4668,4690,4,2017-01-01,2017-03-01
1056,1045,4,2017-01-01,2017-03-01
716,1095,4,2017-01-01,2017-03-01
721,706,4,2017-01-01,2017-03-01
972,2407,4,2017-01-01,2017-03-01
629,634,4,2017-01-01,2017-03-01
768,785,4,2017-01-01,2017-03-01
299,212,4,2017-01-01,2017-03-01
771,701,4,2017-01-01,2017-03-01
211,684,4,2017-01-01,2017-03-01
2122,2134,4,2017-01-01,2017-03-01
243,208,4,2017-01-01,2017-03-01
246,286,4,2017-01-01,2017-03-01
2531,2522,4,2017-01-01,2017-03-01
2538,2527,4,2017-01-01,2017-03-01
360,771,4,2017-01-01,2017-03-01
2510,1693,4,2017-01-01,2017-03-01
610,611,4,2017-01-01,2017-03-01
3180,248,4,2017-01-01,2017-03-01
385,1021,4,2017-01-01,2017-03-01
295,221,4,2017-01-01,2017-03-01
3440,1095,4,2017-01-01,2017-03-01
2460,2496,4,2017-01-01,2017-03-01
2116,2141,4,2017-01-01,2017-03-01
385,1026,4,2017-01-01,2017-03-01
928,4013,4,2017-01-01,2017-03-01
743,716,4,2017-01-01,2017-03-01
760,755,4,2017-01-01,2017-03-01
2510,274,4,2017-01-01,2017-03-01
2482,2491,4,2017-01-01,2017-03-01
2792,2728,4,2017-01-01,2017-03-01
2111,2110,4,2017-01-01,2017-03-01
1598,1506,4,2017-01-01,2017-03-01
2273,2236,4,2017-01-01,2017-03-01
2969,2789,4,2017-01-01,2017-03-01
4491,4452,4,2017-01-01,2017-03-01
1960,1920,4,2017-01-01,2017-03-01
360,392,4,2017-01-01,2017-03-01
1036,1092,4,2017-01-01,2017-03-01
2429,2496,4,2017-01-01,2017-03-01
772,362,4,2017-01-01,2017-03-01
975,4059,4,2017-01-01,2017-03-01
3182,3167,4,2017-01-01,2017-03-01
701,771,4,2017-01-01,2017-03-01
1999,1911,4,2017-01-01,2017-03-01
1254,1234,4,2017-01-01,2017-03-01
2567,2573,4,2017-01-01,2017-03-01
2187,2188,4,2017-01-01,2017-03-01
3019,3005,4,2017-01-01,2017-03-01
1025,1073,4,2017-01-01,2017-03-01
3112,3132,4,2017-01-01,2017-03-01
2545,2560,4,2017-01-01,2017-03-01
3122,286,4,2017-01-01,2017-03-01
3675,2910,4,2017-01-01,2017-03-01
1581,2674,4,2017-01-01,2017-03-01
2781,2728,4,2017-01-01,2017-03-01
1056,355,4,2017-01-01,2017-03-01
5145,5172,4,2017-01-01,2017-03-01
1666,2783,4,2017-01-01,2017-03-01
743,740,4,2017-01-01,2017-03-01
443,2576,4,2017-01-01,2017-03-01
4686,4661,4,2017-01-01,2017-03-01
294,208,4,2017-01-01,2017-03-01
354,1023,4,2017-01-01,2017-03-01
1298,3924,4,2017-01-01,2017-03-01
4330,4324,4,2017-01-01,2017-03-01
341,328,4,2017-01-01,2017-03-01
928,4399,4,2017-01-01,2017-03-01
3930,3906,4,2017-01-01,2017-03-01
839,895,4,2017-01-01,2017-03-01
3440,3493,4,2017-01-01,2017-03-01
1432,1818,4,2017-01-01,2017-03-01
3440,3410,4,2017-01-01,2017-03-01
2531,1576,4,2017-01-01,2017-03-01
3122,3182,4,2017-01-01,2017-03-01
2036,2093,4,2017-01-01,2017-03-01
905,979,4,2017-01-01,2017-03-01
752,716,4,2017-01-01,2017-03-01
793,752,4,2017-01-01,2017-03-01
4675,4607,4,2017-01-01,2017-03-01
1986,1905,4,2017-01-01,2017-03-01
730,761,4,2017-01-01,2017-03-01
3159,690,4,2017-01-01,2017-03-01
2674,1243,4,2017-01-01,2017-03-01
2531,1014,4,2017-01-01,2017-03-01
1594,1553,4,2017-01-01,2017-03-01
3600,3548,4,2017-01-01,2017-03-01
928,4395,4,2017-01-01,2017-03-01
915,2906,4,2017-01-01,2017-03-01
2222,3577,4,2017-01-01,2017-03-01
2697,2608,4,2017-01-01,2017-03-01
3554,3510,4,2017-01-01,2017-03-01
915,4011,4,2017-01-01,2017-03-01
726,747,4,2017-01-01,2017-03-01
2263,2279,4,2017-01-01,2017-03-01
1569,1542,4,2017-01-01,2017-03-01
1501,1563,4,2017-01-01,2017-03-01
792,781,4,2017-01-01,2017-03-01
4318,4324,4,2017-01-01,2017-03-01
4331,4032,4,2017-01-01,2017-03-01
2236,3554,4,2017-01-01,2017-03-01
1961,1986,4,2017-01-01,2017-03-01
732,748,4,2017-01-01,2017-03-01
2697,1542,4,2017-01-01,2017-03-01
1314,2939,4,2017-01-01,2017-03-01
313,1021,4,2017-01-01,2017-03-01
3971,3959,4,2017-01-01,2017-03-01
3075,3089,4,2017-01-01,2017-03-01
2212,1384,4,2017-01-01,2017-03-01
3440,1053,4,2017-01-01,2017-03-01
3620,3698,4,2017-01-01,2017-03-01
1394,1367,4,2017-01-01,2017-03-01
905,2754,4,2017-01-01,2017-03-01
1993,1918,4,2017-01-01,2017-03-01
1666,4399,4,2017-01-01,2017-03-01
805,851,4,2017-01-01,2017-03-01
1987,1922,4,2017-01-01,2017-03-01
2467,1330,4,2017-01-01,2017-03-01
844,851,4,2017-01-01,2017-03-01
364,308,4,2017-01-01,2017-03-01
2279,2222,4,2017-01-01,2017-03-01
1962,1945,4,2017-01-01,2017-03-01
2586,2522,4,2017-01-01,2017-03-01
354,706,4,2017-01-01,2017-03-01
2173,2136,4,2017-01-01,2017-03-01
392,395,4,2017-01-01,2017-03-01
1484,2941,4,2017-01-01,2017-03-01
2758,2759,4,2017-01-01,2017-03-01
374,305,4,2017-01-01,2017-03-01
2803,1662,4,2017-01-01,2017-03-01
660,204,4,2017-01-01,2017-03-01
1330,2427,4,2017-01-01,2017-03-01
786,719,4,2017-01-01,2017-03-01
2437,2498,4,2017-01-01,2017-03-01
2699,2573,4,2017-01-01,2017-03-01
1026,758,4,2017-01-01,2017-03-01
716,706,4,2017-01-01,2017-03-01
3104,1014,4,2017-01-01,2017-03-01
4656,4671,4,2017-01-01,2017-03-01
734,737,4,2017-01-01,2017-03-01
975,1818,4,2017-01-01,2017-03-01
2245,2299,4,2017-01-01,2017-03-01
4633,4677,4,2017-01-01,2017-03-01
1056,733,4,2017-01-01,2017-03-01
2273,1384,4,2017-01-01,2017-03-01
941,2498,4,2017-01-01,2017-03-01
2124,2110,4,2017-01-01,2017-03-01
1997,1941,4,2017-01-01,2017-03-01
2510,299,4,2017-01-01,2017-03-01
328,334,4,2017-01-01,2017-03-01
376,1002,4,2017-01-01,2017-03-01
3402,716,4,2017-01-01,2017-03-01
730,709,4,2017-01-01,2017-03-01
1666,2939,4,2017-01-01,2017-03-01
204,2511,4,2017-01-01,2017-03-01
1371,2939,4,2017-01-01,2017-03-01
1248,437,4,2017-01-01,2017-03-01
2857,1432,4,2017-01-01,2017-03-01
2180,2172,4,2017-01-01,2017-03-01
763,719,4,2017-01-01,2017-03-01
2152,2197,4,2017-01-01,2017-03-01
2248,2299,4,2017-01-01,2017-03-01
3536,3563,4,2017-01-01,2017-03-01
2221,2273,4,2017-01-01,2017-03-01
701,762,4,2017-01-01,2017-03-01
2467,988,4,2017-01-01,2017-03-01
324,376,4,2017-01-01,2017-03-01
3146,248,4,2017-01-01,2017-03-01
4016,4399,4,2017-01-01,2017-03-01
792,706,4,2017-01-01,2017-03-01
716,752,4,2017-01-01,2017-03-01
292,3151,4,2017-01-01,2017-03-01
247,690,4,2017-01-01,2017-03-01
354,1053,4,2017-01-01,2017-03-01
759,701,4,2017-01-01,2017-03-01
2159,2146,4,2017-01-01,2017-03-01
1666,4011,4,2017-01-01,2017-03-01
3858,3824,4,2017-01-01,2017-03-01
3011,3024,4,2017-01-01,2017-03-01
3675,1358,4,2017-01-01,2017-03-01
1297,2514,4,2017-01-01,2017-03-01
1961,1969,4,2017-01-01,2017-03-01
392,1001,4,2017-01-01,2017-03-01
4359,4084,4,2017-01-01,2017-03-01
360,366,4,2017-01-01,2017-03-01
607,604,4,2017-01-01,2017-03-01
915,1323,4,2017-01-01,2017-03-01
1056,3479,4,2017-01-01,2017-03-01
606,684,4,2017-01-01,2017-03-01
1576,1269,4,2017-01-01,2017-03-01
369,2608,4,2017-01-01,2017-03-01
1967,1966,4,2017-01-01,2017-03-01
4671,4700,4,2017-01-01,2017-03-01
733,364,4,2017-01-01,2017-03-01
4057,4010,4,2017-01-01,2017-03-01
1044,1002,4,2017-01-01,2017-03-01
1394,1323,4,2017-01-01,2017-03-01
2258,2216,4,2017-01-01,2017-03-01
2781,1828,4,2017-01-01,2017-03-01
305,334,4,2017-01-01,2017-03-01
2576,299,4,2017-01-01,2017-03-01
364,1057,4,2017-01-01,2017-03-01
1836,1893,4,2017-01-01,2017-03-01
799,712,4,2017-01-01,2017-03-01
280,208,4,2017-01-01,2017-03-01
4016,4011,4,2017-01-01,2017-03-01
385,1007,4,2017-01-01,2017-03-01
2252,2245,4,2017-01-01,2017-03-01
2965,2295,4,2017-01-01,2017-03-01
2600,1014,4,2017-01-01,2017-03-01
2941,961,4,2017-01-01,2017-03-01
1645,274,4,2017-01-01,2017-03-01
1942,1969,4,2017-01-01,2017-03-01
793,761,4,2017-01-01,2017-03-01
792,785,4,2017-01-01,2017-03-01
733,737,4,2017-01-01,2017-03-01
1444,437,4,2017-01-01,2017-03-01
709,364,4,2017-01-01,2017-03-01
759,761,4,2017-01-01,2017-03-01
315,309,4,2017-01-01,2017-03-01
1666,1482,4,2017-01-01,2017-03-01
3104,2667,4,2017-01-01,2017-03-01
521,563,4,2017-01-01,2017-03-01
1370,1337,4,2017-01-01,2017-03-01
1867,1830,4,2017-01-01,2017-03-01
778,766,4,2017-01-01,2017-03-01
2199,2152,4,2017-01-01,2017-03-01
1223,314,4,2017-01-01,2017-03-01
3620,2315,4,2017-01-01,2017-03-01
3509,2295,4,2017-01-01,2017-03-01
20,47,4,2017-01-01,2017-03-01
3491,3490,4,2017-01-01,2017-03-01
3537,2295,4,2017-01-01,2017-03-01
315,385,4,2017-01-01,2017-03-01
905,2912,4,2017-01-01,2017-03-01
3180,205,4,2017-01-01,2017-03-01
4466,4499,4,2017-01-01,2017-03-01
2221,130,4,2017-01-01,2017-03-01
705,706,4,2017-01-01,2017-03-01
3620,3648,4,2017-01-01,2017-03-01
2879,2869,4,2017-01-01,2017-03-01
1051,1007,4,2017-01-01,2017-03-01
1315,910,4,2017-01-01,2017-03-01
248,684,4,2017-01-01,2017-03-01
791,366,4,2017-01-01,2017-03-01
2209,2211,4,2017-01-01,2017-03-01
354,1007,4,2017-01-01,2017-03-01
3913,3924,4,2017-01-01,2017-03-01
2152,679,4,2017-01-01,2017-03-01
3444,763,4,2017-01-01,2017-03-01
733,366,4,2017-01-01,2017-03-01
2576,2522,4,2017-01-01,2017-03-01
4362,4339,4,2017-01-01,2017-03-01
294,234,4,2017-01-01,2017-03-01
1043,1038,4,2017-01-01,2017-03-01
3146,299,4,2017-01-01,2017-03-01
3421,3483,4,2017-01-01,2017-03-01
750,705,4,2017-01-01,2017-03-01
755,1023,4,2017-01-01,2017-03-01
4380,4346,4,2017-01-01,2017-03-01
3475,3436,4,2017-01-01,2017-03-01
2199,2183,4,2017-01-01,2017-03-01
601,684,4,2017-01-01,2017-03-01
793,759,4,2017-01-01,2017-03-01
791,1095,4,2017-01-01,2017-03-01
392,305,4,2017-01-01,2017-03-01
3421,3414,4,2017-01-01,2017-03-01
328,761,4,2017-01-01,2017-03-01
2174,2161,4,2017-01-01,2017-03-01
244,2186,4,2017-01-01,2017-03-01
299,274,4,2017-01-01,2017-03-01
752,760,4,2017-01-01,2017-03-01
135,126,4,2017-01-01,2017-03-01
313,749,4,2017-01-01,2017-03-01
1025,1057,4,2017-01-01,2017-03-01
3447,3471,4,2017-01-01,2017-03-01
2255,2498,4,2017-01-01,2017-03-01
360,1057,4,2017-01-01,2017-03-01
4473,4467,4,2017-01-01,2017-03-01
4407,4415,4,2017-01-01,2017-03-01
